epoch,training loss,training accuracy,eval loss,eval accuracy
1,0.067499253607016,0.31950843334198,0.06992499338729041,0.2857142984867096
2,0.041560366063074033,0.5925499200820923,0.06334203146398068,0.38749998807907104
3,0.02857840873770267,0.72926265001297,0.04926865931068148,0.5214285850524902
4,0.02266733961812179,0.7711213231086731,0.047501668866191595,0.5928571224212646
5,0.019746491711260538,0.7983871102333069,0.05004685787217958,0.5964285731315613
6,0.01803368759182741,0.8095238208770752,0.05857433517064367,0.548214316368103
7,0.01644685528542955,0.8214285969734192,0.0557956835521119,0.6428571343421936
8,0.015248183859154558,0.8429339528083801,0.05172986249838556,0.5607143044471741
9,0.014523522244528875,0.8410138487815857,0.054170374133225,0.5464285612106323
10,0.013279696797720298,0.8571428656578064,0.05539121832698583,0.6392857432365417
11,0.012624943812024392,0.8640552759170532,0.05513714695615428,0.5892857313156128
12,0.012352165223861802,0.870583713054657,0.05872424457754408,0.5589285492897034
13,0.011971311669470528,0.8671274781227112,0.05435309626960329,0.6232143044471741
14,0.01158588922106176,0.8655914068222046,0.055757845153233836,0.5285714268684387
15,0.010728216994719755,0.8863286972045898,0.06126045214810542,0.612500011920929
16,0.010749144465326347,0.8805683851242065,0.05721327312556761,0.5660714507102966
17,0.010520080261836586,0.8790322542190552,0.058138777262398175,0.574999988079071
18,0.01034076449199481,0.8851766586303711,0.04825199573699917,0.6071428656578064
19,0.009410485899942811,0.8920890688896179,0.06668684821841972,0.48750001192092896
20,0.009415083800867407,0.8928571343421936,0.06051154240433659,0.5803571343421936
21,0.00931353279076139,0.8951612710952759,0.050410034374466964,0.625
22,0.009602293902907962,0.8936251997947693,0.05115243871031063,0.5625
23,0.009045571180349488,0.9043778777122498,0.06146095633240683,0.5321428775787354
24,0.008462729347374765,0.9028418064117432,0.05248320948199502,0.6000000238418579
25,0.008003363360045692,0.9147465229034424,0.06135410461574793,0.5571428537368774
